SpectraSuite Data File
++++++++++++++++++++++++++++++++++++
Date: Tue Dec 15 09:43:14 GMT 2015
User: lew507
Dark Spectrum Present: Yes
Reference Spectrum Present: No
Number of Sampled Component Spectra: 1
Spectrometers: JAZA1505
Integration Time (usec): 2000000 (JAZA1505)
Spectra Averaged: 3 (JAZA1505)
Boxcar Smoothing: 0 (JAZA1505)
Correct for Electrical Dark: No (JAZA1505)
Strobe/Lamp Enabled: No (JAZA1505)
Correct for Detector Non-linearity: No (JAZA1505)
Correct for Stray Light: No (JAZA1505)
Number of Pixels in Processed Spectrum: 2048
>>>>>Begin Processed Spectral Data<<<<<
339.60	26.93
339.98	26.93
340.36	26.93
340.74	-9.73
341.12	-2.99
341.50	-17.21
341.88	-11.22
342.26	17.95
342.64	-11.22
343.02	-71.82
343.40	-38.90
343.78	-13.47
344.17	0.75
344.55	7.48
344.93	-8.23
345.31	38.15
345.69	-5.98
346.07	-41.15
346.45	1.50
346.83	-44.89
347.21	-0.75
347.59	-49.38
347.97	-20.20
348.35	5.24
348.73	41.89
349.11	-51.62
349.49	-71.82
349.87	2.24
350.25	3.74
350.63	7.48
351.01	-29.18
351.39	24.69
351.77	-22.44
352.15	-46.38
352.53	-68.08
352.91	3.74
353.29	-17.21
353.67	-11.22
354.05	25.44
354.43	-52.37
354.81	1.50
355.19	53.86
355.57	-44.14
355.95	-14.96
356.33	-68.08
356.71	-12.72
357.09	-62.84
357.47	-95.01
357.84	-47.88
358.22	-4.49
358.60	14.96
358.98	16.46
359.36	-32.17
359.74	-14.96
360.12	2.24
360.50	31.42
360.88	-43.39
361.26	-28.43
361.64	-6.73
362.02	-5.24
362.39	-14.96
362.77	41.89
363.15	-16.46
363.53	11.22
363.91	57.60
364.29	-14.96
364.67	-2.99
365.05	38.90
365.42	-2.24
365.80	-80.05
366.18	-42.64
366.56	10.47
366.94	-46.38
367.32	-38.15
367.70	-93.51
368.07	12.72
368.45	32.17
368.83	0.75
369.21	-16.46
369.59	4.49
369.97	-2.99
370.34	-14.21
370.72	-74.06
371.10	-52.37
371.48	-71.82
371.86	-4.49
372.23	4.49
372.61	-18.70
372.99	72.57
373.37	4.49
373.75	-23.94
374.12	0.00
374.50	-20.20
374.88	41.89
375.26	32.17
375.64	55.36
376.01	-8.23
376.39	-20.20
376.77	15.71
377.15	-9.73
377.52	-4.49
377.90	-0.75
378.28	-20.20
378.66	17.95
379.03	-23.19
379.41	19.45
379.79	-36.66
380.17	-9.73
380.54	2.24
380.92	-17.95
381.30	-44.89
381.67	-62.09
382.05	15.71
382.43	50.87
382.81	-82.29
383.18	-41.15
383.56	-26.93
383.94	7.48
384.31	12.72
384.69	-18.70
385.07	-7.48
385.44	6.73
385.82	38.15
386.20	3.74
386.57	16.46
386.95	11.22
387.33	-45.64
387.70	-11.97
388.08	61.35
388.46	20.95
388.83	-41.15
389.21	8.98
389.59	-11.97
389.96	-46.38
390.34	27.68
390.72	36.66
391.09	5.24
391.47	22.44
391.84	-16.46
392.22	-2.24
392.60	86.03
392.97	-11.97
393.35	-26.18
393.73	-11.97
394.10	-6.73
394.48	-29.92
394.85	-31.42
395.23	-24.69
395.61	-47.13
395.98	-36.66
396.36	-10.47
396.73	25.44
397.11	-36.66
397.48	-16.46
397.86	-5.24
398.24	-25.44
398.61	-34.41
398.99	12.72
399.36	-81.54
399.74	-15.71
400.11	23.94
400.49	-18.70
400.86	-16.46
401.24	-6.73
401.61	-47.13
401.99	19.45
402.36	-11.97
402.74	-2.99
403.11	-11.97
403.49	14.96
403.86	-46.38
404.24	8.23
404.61	5.24
404.99	-35.16
405.36	33.67
405.74	28.43
406.11	14.21
406.49	-40.40
406.86	12.72
407.24	-47.13
407.61	-8.98
407.99	-38.15
408.36	-17.21
408.74	62.84
409.11	-14.96
409.49	-17.95
409.86	-59.85
410.24	-14.96
410.61	-31.42
410.98	-39.65
411.36	13.47
411.73	5.98
412.11	-41.15
412.48	-50.87
412.86	3.74
413.23	-98.00
413.60	-14.21
413.98	29.18
414.35	-6.73
414.73	11.22
415.10	-35.16
415.47	-44.89
415.85	-57.60
416.22	-30.67
416.60	-44.89
416.97	-52.37
417.34	-12.72
417.72	-15.71
418.09	-43.39
418.46	2.99
418.84	-20.95
419.21	-53.86
419.58	-73.32
419.96	14.21
420.33	-28.43
420.70	-6.73
421.08	-14.96
421.45	6.73
421.82	29.18
422.20	-2.99
422.57	56.86
422.94	-62.09
423.32	-9.73
423.69	-59.10
424.06	-43.39
424.44	8.98
424.81	44.89
425.18	-27.68
425.56	-77.06
425.93	-36.66
426.30	-0.75
426.67	21.70
427.05	-13.47
427.42	11.97
427.79	5.24
428.17	-44.14
428.54	-40.40
428.91	-14.21
429.28	-6.73
429.66	12.72
430.03	14.21
430.40	-17.21
430.77	-4.49
431.15	-8.98
431.52	-23.19
431.89	-10.47
432.26	-25.44
432.63	23.94
433.01	-3.74
433.38	17.21
433.75	-50.12
434.12	-22.44
434.50	-36.66
434.87	31.42
435.24	-59.10
435.61	-33.67
435.98	28.43
436.36	16.46
436.73	-32.92
437.10	18.70
437.47	23.19
437.84	-30.67
438.21	-32.17
438.59	-52.37
438.96	-33.67
439.33	-1.50
439.70	-16.46
440.07	-12.72
440.44	47.88
440.81	29.18
441.19	-1.50
441.56	-14.96
441.93	34.41
442.30	15.71
442.67	39.65
443.04	24.69
443.41	-21.70
443.78	17.21
444.16	12.72
444.53	-24.69
444.90	14.96
445.27	26.93
445.64	-35.16
446.01	-37.41
446.38	-30.67
446.75	3.74
447.12	-0.75
447.49	8.98
447.86	-20.20
448.24	-6.73
448.61	-8.23
448.98	-11.22
449.35	-27.68
449.72	-14.21
450.09	-56.11
450.46	-18.70
450.83	44.89
451.20	-35.91
451.57	17.21
451.94	-7.48
452.31	-26.18
452.68	-5.98
453.05	44.14
453.42	39.65
453.79	0.75
454.16	-29.18
454.53	-1.50
454.90	4.49
455.27	25.44
455.64	38.15
456.01	-2.99
456.38	-50.87
456.75	-35.16
457.12	34.41
457.49	30.67
457.86	-28.43
458.23	-19.45
458.60	25.44
458.97	11.22
459.34	12.72
459.71	37.41
460.08	-56.11
460.45	-14.21
460.82	-11.22
461.18	79.30
461.55	62.84
461.92	33.67
462.29	3.74
462.66	32.92
463.03	-28.43
463.40	37.41
463.77	8.98
464.14	21.70
464.51	61.35
464.88	49.38
465.25	32.92
465.61	18.70
465.98	29.18
466.35	-19.45
466.72	22.44
467.09	39.65
467.46	66.58
467.83	41.89
468.20	7.48
468.56	1.50
468.93	-65.09
469.30	-30.67
469.67	-14.96
470.04	11.97
470.41	19.45
470.77	44.14
471.14	89.77
471.51	50.12
471.88	17.95
472.25	-16.46
472.62	-2.99
472.98	20.95
473.35	27.68
473.72	35.91
474.09	32.92
474.46	14.96
474.82	95.76
475.19	91.27
475.56	77.06
475.93	95.76
476.29	35.16
476.66	59.85
477.03	52.37
477.40	33.67
477.77	31.42
478.13	56.11
478.50	114.46
478.87	89.77
479.24	103.99
479.60	106.23
479.97	77.80
480.34	78.55
480.71	107.73
481.07	109.97
481.44	57.60
481.81	98.00
482.17	28.43
482.54	54.61
482.91	94.26
483.28	101.74
483.64	168.33
484.01	118.95
484.38	150.37
484.74	195.26
485.11	228.18
485.48	170.57
485.84	181.79
